FileName,MissingLanguages
"360_देखो खुदा ने पापी जग से कैसा किया है प्यार,.xml","eng,tel,tam"
360_மேகங்கள் நடுவே வழி பிறக்கும்.xml,"eng,tel,hin"
"361_प्यारा है, प्यारा है, प्यारा है, प्यारा है,.xml","eng,tel,tam"
"362_आसमान को छोड़कर दुनिया में आया, दुःख और तकलीफों को उसने उठाया,.xml","eng,tel,tam"
"363_खुदा के प्यार की गहरी धार वह बहती है, वह बहती है,.xml","eng,tel,tam"
"366_जान मैं ने अपनी दी ... खून दिया वेश बहा,.xml","eng,tel,tam"
374_Evaro thelusaa Yesayyaa chebuthaa.xml,tam
374_பாவியே சந்தித்தாயோ—மேவி உன் மீட்பரையே.xml,"eng,tel,hin"
375_Shramalanu ponde shree Yesudu.xml,"tam,hin"
376_Yesu namamune paapiki rakshana.xml,"tam,hin"
377_Yesuni venta nenu - vembadinchuchunnanu.xml,tam
378_Neevennallu rendu thalampulatho.xml,"tam,hin"
379_Painunna aakasamanduna.xml,"tam,hin"
380_Yesu prabhuve lokarakshakudu.xml,"tam,hin"
381_Yesuni chentaku aashatho rammila.xml,"tam,hin"
382_Idiye anukula samayamu neeku.xml,hin
383_Idiye samayambu randi.xml,"tam,hin"
"384_मैं गुनाह के सबब से हो गया था खुदा से दूर,.xml","eng,tel,tam"
384_இயேசு மீட்பர் உந்தன் நெஞ்சில்.xml,"eng,tel,hin"
"385_पाप का बन्धन तोड़ा गया, मैं आजाद हूँ, हाँ आजाद ;.xml","eng,tel,tam"
386_Kala Vilu Va Neeku.xml,"tam,hin"
"386_यीशु ने किया आजाद मुझे ... पाप और सारी बुराई से,.xml","eng,tel,tam"
386_இப்பெரிதான ரட்சிப்பைப் பற்றி.xml,"eng,tel,hin"
387_Prabhu Yesu pilupunu.xml,"tam,hin"
"387_यीशु प्रभु मेरो अनुपम सुन्दर,.xml","eng,tel,tam"
387_இயேசு யாரென்று தெரியுமா.xml,"eng,tel,hin"
"388_तू ही है यीशु मांझी नैया का मोरी,.xml","eng,tel,tam"
388_இயேசுவாம் வழியை விட்டு.xml,"eng,tel,hin"
389_Immuga nee hrudaya nimmu.xml,tam
"389_नैया पार लगा, मेरी ... नैया पार लगा, यीशु जी,.xml","eng,tel,tam"
38_தேவாதி தேவனே.xml,"eng,tel,hin"
390_काल पताल के जीवन हारा ... बेड़ा पार लगाओ हमारा  (2).xml,"eng,tel,tam"
391_मेरा मन धो देना प्रभु ... बिनती करूँ बारम्बार.xml,"eng,tel,tam"
392_Yesu raajun nee yadalo.xml,"tam,hin"
"392_मेरे पापों को माफ कर दे,.xml","eng,tel,tam"
392_உன் ஜீவியத்தின் இலக்கென்ன என்று.xml,"eng,tel,hin"
"393_मैं कमबख्त आवारा और गुमराह, नहीं जानता था कि है नजात,.xml","eng,tel,tam"
393_என்னை நேசிக்கின்றாயா_.xml,"eng,tel,hin"
394_ஏழை மனு உருவை எடுத்த.xml,"eng,tel,hin"
395_Oh paapi sandhinchitivaa.xml,"tam,hin"
"395_यीशु पास मैं आऊँ, खुश वह करेगा,.xml","eng,tel,tam"
395_ஒரு தினம் உலகை விட்டகல்வாயே இதில்.xml,"eng,tel,hin"
396_Choodumu sodarudaa neevu.xml,"tam,hin"
"398_பாவி, கேள் உன் ஆண்டவர்,.xml","eng,tel,hin"
399_பாவிக்குப் புகலிடம் இயேசு ரட்சகர்.xml,"eng,tel,hin"
"39_தேவனை நோக்கிக் கூப்பிடுவேன்,.xml","eng,tel,hin"
3_என் நீதியின் தேவனே நான் கூப்பிடுகையில்.xml,"eng,tel,hin"
405_Rakshanampu vaartanu vini.xml,hin
406_Prabhu yesu rammanuchunde.xml,tam
409_இதுவே நற்தருணம்—வாரும்.xml,"eng,tel,hin"
413_Daari tholagitivela.xml,tam
414_Lokamunu vidachi vellavalenuga.xml,tam
"414_मैं भूखा हूँ और प्यासा तेरी भरपूरी का, कि तुझ ही को मैं जानूं ऐ अब्दी खुदा,.xml","eng,tel,tam"
414_இயேசு உன்னை அழைக்கிறாரே.xml,"eng,tel,hin"
415_Nee jeevitamulo gamyambu yedo.xml,"tam,hin"
416_Aa caluvary margamulo.xml,"tam,hin"
417_Yesu prabhu pilachuchunden.xml,"tam,hin"
417_அழைக்கிறார் அழைக்கிறார் இதோ.xml,"eng,tel,hin"
418_Shanthi santosham papakshamapana.xml,"tam,hin"
418_ஆணிகள் பாய்ந்த கரங்களை விரித்தே.xml,"eng,tel,hin"
419_Peda naruni rupamu dharinchi.xml,"tam,hin"
419_இது நிச்சயம் இது நிச்சயம் —நம்.xml,"eng,tel,hin"
420_Naadu hrudayapu dwaaram.xml,tam
420_இதுவே அநுக்கிரக காலமிதே—.xml,"eng,tel,hin"
421_Priya yesu nirminchitivi.xml,tam
422_கிறிஸ்தேசு வருந்தி அழைக்கிறார்.xml,"eng,tel,hin"
423_நல்மீட்பர்போல் வல்ல நேசர் உண்டோ_.xml,"eng,tel,hin"
424_பரிசுத்தம் பெற வந்திட்டீர்களா.xml,"eng,tel,hin"
425_பாவ பாரம் நீங்க வாஞ்சிப்பாயா_.xml,"eng,tel,hin"
426_Prabhuvaa nannu karuninchumu.xml,"tam,hin"
426_பாவி! உன் மீட்பர் கரிசனையாய்.xml,"eng,tel,hin"
"427_பாவிக்கவர் காட்டின மா நேசத்தால்,.xml","eng,tel,hin"
429_வருத்தப்பட்டு பாரம் சுமப்பவர் யாவரும்.xml,"eng,tel,hin"
430_வருவாய் தருணமிதுவே அழைக்கிறாரே.xml,"eng,tel,hin"
431_பாவத்திலே யாவரும் பிறந்தோம் 2.xml,"eng,tel,hin"
432_வா ! இயேசுவண்டை வா!!!.xml,"eng,tel,hin"
"433_जागते रहो, जागते रहो,.xml","eng,tel,tam"
433_வா—வா—இயேசுவண்டைவா.xml,"eng,tel,hin"
434_Aakaashamu bhuvilo nella.xml,hin
"434_यीशुजी, प्रभुजी, दो वरदान अब तो,.xml","eng,tel,tam"
434_வாசலண்டை நின்று ஆசையாய்த் தட்டும்.xml,"eng,tel,hin"
435_Paapabharamu dhustaguna.xml,hin
"435_हे पिता स्वर्गीय हमारे, आप ही का ध्यान हो,.xml","eng,tel,tam"
435_பொங்கிவரும் அருள்மனிதரை மாற்றிடுதே.xml,"eng,tel,hin"
"436_हमें यीशु के दरवाजे पर रहना, वह रहमतों का बानी हैं,.xml","eng,tel,tam"
"437_यीशु प्यारे ! तेरे सिवा मेरा कोई नहीं,.xml","eng,tel,tam"
438_Parishuddha shriyesuve - paralokaraaju.xml,"tam,hin"
"438_इस से गहरा यीशु तेरे प्यार में, जाना चाहता हूँ,.xml","eng,tel,tam"
439_Jayinchuvadu Deva kumarudu.xml,hin
"439_ऐ यिशु तेरा दिल छिपा ... उस सोते में,.xml","eng,tel,tam"
440_Siyonu pattanamaa.xml,tam
"440_दिल मेरा ले रब्ब, दिल मेरा ले, हो तेरी मर्जी पूरी मुझ से,.xml","eng,tel,tam"
"441_हे प्रभु, तू उपस्थित है ... आशीष हम को देने को,.xml","eng,tel,tam"
444_Santasillunu mee hrudayaalu.xml,"tam,hin"
446_Daiva darshanamuna Yaakobu.xml,tam
447_Immuga nee sudinambu nundi.xml,tam
450_சபையே யுனக்கொரு சந்தோஷம்.xml,"eng,tel,hin"
451_Aatma mandiramunu.xml,tam
452_Prabhu dayacheyu nitya.xml,"tam,hin"
452_செய்ய வேண்டிய வேலையோ பெரியது.xml,"eng,tel,hin"
453_சேனைகளின் கர்த்தாவே உந்தன் வாசஸ்தலங்கள்.xml,"eng,tel,hin"
455_யேகோவா ஷம்மா யென்றழைக்கப்படும்.xml,"eng,tel,hin"
456_Deva patnamaa siyonu.xml,hin
456_இதோ மனுஷரின் மத்தியில்.xml,"eng,tel,hin"
457_O pavanulaaraa - meedu vishwasampu.xml,"tam,hin"
457_தேவனின் வாசஸ்தலம் நித்தியமானது 2.xml,"eng,tel,hin"
460_Kristesu prabhuvu thana rakhtamichi.xml,tam
462_Nootana maina Yerushalemu parishudda.xml,tam
465_Devudoka nagaramu manakorakai.xml,tam
"465_कलीसिया तेरे लिए खुश खबरी ... यीशु जल्द आता है,.xml","eng,tel,tam"
466_Prabhu prajalaaraa rayamuna randi.xml,"tam,hin"
467_Prabhuni sangamaa - melko - nede.xml,"tam,hin"
468_Entha soundarya nagaramu.xml,"tam,hin"
469_Devuni mahima mandiram.xml,"tam,hin"
470_Yehova ninnu asirvadinci.xml,"tam,hin"
471_Paata krotha nibhadanalanduna.xml,hin
473_Dahamu theerchumayya.xml,hin
"473_कितना सुन्दर नगर यह है,.xml","eng,tel,tam"
474_Aa dinamulalo devokthi - arudaayenu.xml,tam
"474_स्वर्गीय यरूशलेम पवित्र नगर वह है,.xml","eng,tel,tam"
475_Mangalamuga padudi.xml,"tam,hin"
"475_कलीसिया करती इंतजार (3), अपने वायदे के मुताबिक यीशु आ,.xml","eng,tel,tam"
479_Naadhaa Samuyelu reeti.xml,hin
482_Vinipincu prabhu ni svaramunu.xml,"tam,hin"
483_Nityamu niluchunadi – devuni vakyamu.xml,"tam,hin"
484_Idigo mee devudani.xml,"tam,hin"
485_Nadrsti nipai nilipi.xml,"tam,hin"
487_Yehovaanu stutinchudi - aayana.xml,hin
492_Devudu meeku ellappudu thoduga.xml,hin
492_ஜெபத்தைக் கேட்கும் எங்கள் தேவா.xml,"eng,tel,hin"
494_Deva samaadhaanam shanthinadhi vale.xml,hin
497_அன்பின் தொலைபேசி அற்புதத்தைப் பார்.xml,"eng,tel,hin"
498_ஆண்டவா வகையறியேன் தூண்டும்.xml,"eng,tel,hin"
499_Erigiyuntive - Yehovaa.xml,hin
499_ஆத்ம சந்தோஷங் கொண்டானந்திக்க—இப்போ.xml,"eng,tel,hin"
"4_கர்த்தாவே என் வார்த்தைகட்குச் செவிகொடும்,.xml","eng,tel,hin"
500_ஆள் இல்லை ஆள் இல்லை.xml,"eng,tel,hin"
501_இன்றும் க்ரியை செய்கிறார்.xml,"eng,tel,hin"
502_இஸ்ரவேலின் சேனைகளின்.xml,"eng,tel,hin"
503_Nene bhayapadakudadanenu.xml,hin
504_Manamu Yesu prabhuni mahima.xml,"tam,hin"
504_எங்கேயான் ஏகுவேன் தங்கவே தேவனே.xml,"eng,tel,hin"
505_Devaa ! nee thalampulu naa.xml,tam
"505_आओ विश्वासियों, विश्वास करते हुए,.xml","eng,tel,tam"
505_என் ஆத்தும நேச மேய்ப்பரே !.xml,"eng,tel,hin"
506_Akasama Alakinchuma.xml,tam
"506_मेरे बदले में मरने को एक था तैयार, कि मैं पापी स्वतंत्र हो जाऊँ,.xml","eng,tel,tam"
506_என்னை மறவா இயேசு நாதா.xml,"eng,tel,hin"
507_Samaadhana - gruhambulonu.xml,tam
"507_यीशु है मेरी पनाह ... वही है मेरी चट्टान,.xml","eng,tel,tam"
"507_என்னோடிரும், மாநேச கர்த்தரே,.xml","eng,tel,hin"
"508_मैं इन बातों के बारे में, बताओ ... क्या करूँ चर्चा _ (2).xml","eng,tel,tam"
508_கர்த்தாவே ! இறங்கும் !.xml,"eng,tel,hin"
509_Raarammu raarammu saatveekudaina.xml,"tam,hin"
"509_मैं कैसे कह दूं, यीशु दुनिया का नहीं है मुंजी  (2).xml","eng,tel,tam"
509_கர்த்தாவே உம் முகத்தைத் தேடி.xml,"eng,tel,hin"
"510_ऐ मसीह मेरे गुनाहों को मिटाया तू ने,.xml","eng,tel,tam"
510_சிறையின் கஷ்டம் கசப்பிலும்.xml,"eng,tel,hin"
"511_फजल अजीब मसीह का ... आया इस दुनिया में,.xml","eng,tel,tam"
"511_தயாபரா, என் உள்ளத்தில்.xml","eng,tel,hin"
"512_हे तुम जो माता का प्रेम जानते हो, उससे भी अधिक है यीशु का प्रेम,.xml","eng,tel,tam"
512_தேவனே ! ப்ரசன்னமாகி.xml,"eng,tel,hin"
"513_मुझ को मसीहा पाक ने, मुर्दो में से जिला दिया,.xml","eng,tel,tam"
513_பரிசுத்தர் கூட்டம் நடுவில்.xml,"eng,tel,hin"
"514_प्रभु यीशु तू ने जग में आकर, अद्‍भुत प्रेम दिखाया तू मुझ पर.xml","eng,tel,tam"
514_பலிபீடத்தின் தழலால் என்னைத்தொடும்.xml,"eng,tel,hin"
515_Sarvashakhtuni vaakku idiye.xml,"tam,hin"
"515_मैं हूँ मसीही, और रहूँगा भी, जब तक न सूरज और चाँद टले,.xml","eng,tel,tam"
515_மெய் ஜோதியாம் நல்மீட்பரே.xml,"eng,tel,hin"
516_Sampoorna rakshanayoota.xml,hin
"516_एक अजीब, नया काम मेरे अन्दर हुआ, दिल में आया है जब से मसीह,.xml","eng,tel,tam"
"516_ஜீவாதிபதி, ஜோதியே,.xml","eng,tel,hin"
517_Naayaatma langaru veya.xml,hin
518_தேவ ஜனமே பாவத்தில் விழுந்தே.xml,"eng,tel,hin"
523_Poorva maasheervaadamu.xml,hin
"530_அருள் நாதா, நம்பி வந்தேன்,.xml","eng,tel,hin"
531_ஆராயந்து பாரும் கர்த்தரே;.xml,"eng,tel,hin"
532_என் அருமை ரட்சகா ! கண்ணோக்குமேன் !.xml,"eng,tel,hin"
535_Ee loka yaatralo ne.xml,tam
535_பாவி நான் ஐயா பரமதுய்யா.xml,"eng,tel,hin"
536_Aadi premanu vidachi pettithivaa.xml,tam
537_அன்பானவராம் எந்தன் கிறிஸ்தேசுவே.xml,"eng,tel,hin"
538_நசரேயனாகிய இயேசுவே.xml,"eng,tel,hin"
539_சிலுவைப்பாதையைக் காட்டுமேசையா.xml,"eng,tel,hin"
53_Naa shramalo Yehovaaku moraliditini.xml,tam
540_Prabhuvaa chesitivi vaagdhanamulu.xml,tam
542_Lellemmu Siyonu - dhariyinchumu.xml,tam
543_Oh ishraayelu - needu bhagyamentho.xml,"tam,hin"
544_Naa jeevitha saagaramuna.xml,"tam,hin"
545_Neeku kaligina danini – chepattumu.xml,"tam,hin"
546_Yehovaye manadevudu – marpulenivadu.xml,"tam,hin"
547_Thana rajyamunaku mahimaku.xml,"tam,hin"
548_Prabhuvuku thaginattu.xml,"tam,hin"
549_Samadhanamu – devuni samadhanamu.xml,"tam,hin"
550_Yehova vimocincina vare.xml,"tam,hin"
551_Devudehova divinci.xml,"tam,hin"
552_Yehovanu nammukonu manavulu.xml,"tam,hin"
553_Yudayandu deva.xml,"tam,hin"
554_Yehova davidu badhala.xml,"tam,hin"
555_Prabhu Yesu naa rakshakaa.xml,hin
557_அர்ப்பணித்தேன் என்னை முற்றிலுமாய்.xml,"eng,tel,hin"
"558_உம் சித்தமே, ஆம், உம் சித்தமே!.xml","eng,tel,hin"
559_Devuni pradinchedamu daiva putruni.xml,"tam,hin"
"559_எப்போதும், இயேசு நாதா,.xml","eng,tel,hin"
560_Aakasha mahakaashambulu pattani.xml,hin
"560_என் ஜீவன், சுகம், செல்வம்.xml","eng,tel,hin"
561_Prabhuva paraloka - jeevagni nimmu.xml,tam
562_Parishudda agnini pampu devaa.xml,hin
563_Parishudda parishudda prabhu yesu.xml,tam
564_Nee vaatma yuddamulo jaya mondumu.xml,tam
"564_தேவனே, நான் உமதண்டையில்.xml","eng,tel,hin"
"566_நான் உம்மை முழுமனதால்,.xml","eng,tel,hin"
"567_भूल न जाना तू, न्याय के उस दिन को,.xml","eng,tel,tam"
567_நானும் என் வீட்டாருமோ வென்றால்.xml,"eng,tel,hin"
"568_उठो, जागो मसीहियों सुबह हो गयी,.xml","eng,tel,tam"
568_மீட்பரின் அழைப்பைக் கேட்டேன்.xml,"eng,tel,hin"
569_Devaa ninnu nenu viduvanu.xml,hin
569_जाओ ! जाओ ! हे मेरे चेलों करो प्रेम प्रचार  2.xml,"eng,tel,tam"
569_லோகம் வேண்டாம் ஒன்றும் வேண்டாம்.xml,"eng,tel,hin"
570_Karuninchi thirigi sama koorchu prabhuvaa.xml,tam
"570_तुम यीशु के एलची हो, दुनिया को खुश खबरी दो.xml","eng,tel,tam"
570_வேதநூல் ஓதிடும் நல்ல மேய்ப்பர்.xml,"eng,tel,hin"
571_Maa mora naalakinchumu.xml,tam
"571_इंजील मुकद्दस को दुनिया में फैला देंगे,.xml","eng,tel,tam"
571_ஜீவியமே ஒரே ஜீவியமே.xml,"eng,tel,hin"
"572_मैं गुनाह की राह अब छोड़ता हूँ, जहाँ बहुत से लोग मरते हैं,.xml","eng,tel,tam"
573_Prabhuvaa nee kaaryamunu.xml,tam
573_प्रभु यीशु के चरणों से भकट कर मैं किधर जाऊँ _ (2).xml,"eng,tel,tam"
"573_மயங்குந் தாசனை,.xml","eng,tel,hin"
"574_पीछे यीशु के चलूंगा ... चाहे दुःख में रास्ता हो,.xml","eng,tel,tam"
"575_यदि यीशु पीछे जाता है तो प्राण जाने दे,.xml","eng,tel,tam"
575_விந்தைக் கிறிஸ்தேசு ராஜா!.xml,"eng,tel,hin"
576_यीशु के पीछे कौन हो लेता _ ... अपनी सलीब कौन उठाएगा _.xml,"eng,tel,tam"
576_உம்மைப்போல் யாருண்டு.xml,"eng,tel,hin"
"577_जाओ, करो प्रचार जग में,.xml","eng,tel,tam"
578_मुल्क तो है मसीह उठो हो तैयार.xml,"eng,tel,tam"
"579_यीशु के सिपाही कदम तू बढ़ाए जा,.xml","eng,tel,tam"
"57_இரக்கத்தையும் நியாயத்தையும் குறித்துப்பாடுவேன்,.xml","eng,tel,hin"
"580_हम सिपाही बादशाह के सब ही ... फतह पाते बढ़ते आगे,.xml","eng,tel,tam"
"581_हम हैं सिपाही यीशु के ... फतह में बढ़ते हैं आगे,.xml","eng,tel,tam"
"582_ताक मसीह की ओर तू दुःख से जो उदास,.xml","eng,tel,tam"
583_அவர் அழைப்புக்களிப்பேன் பதில் 3.xml,"eng,tel,hin"
584_அன்பனே இயேசுவில் நிலைத்திரு—ஆவியின் கனிகொடு.xml,"eng,tel,hin"
586_Gaddiyalo nundi paru.xml,hin
"588_उठो ! मसीह के लिए ... हे क्रूस के योद्धाओं,.xml","eng,tel,tam"
589_Sarvashakthi yutudaa.xml,hin
594_Gunavanturaalaina ganamaina Streeye.xml,"tam,hin"
594_அழைத்தீரே இயேசுவே.xml,"eng,tel,hin"
595_Jeevitha thrushnalanu - naadu.xml,tam
595_அறுவடை மிகுதி ஆளோ இல்லை.xml,"eng,tel,hin"
596_ஆசாரிய அழைப்பை அறிந்தே.xml,"eng,tel,hin"
597_Devaa nee sannidhilo nilachi.xml,tam
597_இயேசுவுக்காய்த் தொண்டு செய்திடவே.xml,"eng,tel,hin"
598_Praardhana vinedu devaa.xml,tam
598_இயேசுவுக்கு நமது தேசத்தைச் சொந்தமாக்கப்.xml,"eng,tel,hin"
599_Nenu velledanu meeru praardhanalo.xml,tam
599_உலகோர் உன்னைப் பகைத்தாலும்.xml,"eng,tel,hin"
5_கர்த்தாவே உம்முடைய கோபத்திலென்னைக்.xml,"eng,tel,hin"
600_Yedathegaka praardhinchumu.xml,"tam,hin"
600_எழும்பு எழும்பு சீயோனே.xml,"eng,tel,hin"
601_Vilapintuvaa Nehemyavale.xml,"tam,hin"
601_கர்த்தர் தம் கிரியை செய்கிறார்.xml,"eng,tel,hin"
602_Nenu thaggali yesu.xml,"tam,hin"
602_கிறிஸ்து சபையே ஆயத்தப்படு.xml,"eng,tel,hin"
603_Prardhinchumu nee jeevithamulo.xml,"tam,hin"
603_திவ்ய விசேஷம் கூறும் !.xml,"eng,tel,hin"
604_Prardhinchumu  priyuda prabhu.xml,"tam,hin"
"604_நல் மீட்பர் பட்சம் நில்லும் ! ரட்சண்ய வீரரே,.xml","eng,tel,hin"
605_Yehova ni dikkunaku na atmanu ettucunnanu.xml,"tam,hin"
605_நிலைமாற மாட்டேன் மருளவே மாட்டேன்.xml,"eng,tel,hin"
606_Na sannidhini yehova - vedakumani.xml,"tam,hin"
606_விண் கிரீடம் பெறப் போருக்கு.xml,"eng,tel,hin"
607_விளைந்த பலனை அறுப்பாரில்லை.xml,"eng,tel,hin"
608_நான் உலக முடிவு மட்டும்.xml,"eng,tel,hin"
610_Paapa samudramandu.xml,tam
613_Jeevinchuchunnadu Yesu prabhu.xml,tam
615_Naa sankata dhukkamulella.xml,tam
620_Padivelalo priyuni - choochi.xml,hin
621_Ha! enta adbutaashcharya dinamu.xml,"tam,hin"
623_Siyonuku thirigi cheralo.xml,"tam,hin"
624_Nee saakshyamu edi.xml,tam
625_Pallavarapu kondala paina.xml,"tam,hin"
626_Suvaarthanu chaatimpa.xml,tam
628_बादल की सवारी कर के किसी दिन यीशु जरूर आएगा (2).xml,"eng,tel,tam"
631_Karunan - erparachitivi sainyamula -  కరుణన్ - ఏర్పరచితివి సైన్యముల.xml,hin
634_Jai Jai Jai Jai Yesu Prabhu.xml,tam
635_Lelemmu sodaree sodarudaa velaaye.xml,tam
636_Priyudaa prabhu Yesunaku.xml,tam
637_Aalakinthunu aapilupunu.xml,tam
"63_எங்களுக்கல்ல கர்த்தாவே எங்களுக்கல்ல,.xml","eng,tel,hin"
645_பூர்ண ஞான மடையுங்கள்.xml,"eng,tel,hin"
646_Erparachina paatranu raajaadhi.xml,hin
646_கர்த்தருக்கு பிரியமாக நீயுமே.xml,"eng,tel,hin"
647_Parvathamaa nee vepaati.xml,"tam,hin"
648_Oh prabhuvaa nee sevan.xml,"tam,hin"
649_Yehova sainyamulara ayana cittamun neravercu paricarakulara.xml,"tam,hin"
64_ஜாதிகளே எல்லாரும் கர்த்தரைத் துதியுங்கள்.xml,"eng,tel,hin"
650_I bhuvipai paraloka vintaina janama prabhuyesu kristuvulo.xml,"tam,hin"
"652_यीशु आएगा, नरसिंगा ... जल्दी फूंका जाएगा,.xml","eng,tel,tam"
"653_क्या तैयार हो जब कि दूल्हा, आएगा, आएगा _ (2).xml","eng,tel,tam"
"654_यह है मेरी उम्मीद खुदावन्त आएगा,.xml","eng,tel,tam"
654_ஆ ! என் தோழர் வானில் சைகை.xml,"eng,tel,hin"
655_Prabhu Yesunake jayamu.xml,tam
"655_एक जलाली मुल्क तैयार है दूर वहाँ आसमान की ओर,.xml","eng,tel,tam"
"656_Melconumaa, melconumaa naa.xml",tam
"656_आमद देखो, आई मस्सेह की, आमद देखो आई,.xml","eng,tel,tam"
"656_இயேசு என் அஸ்திபாரம், ஆசை எனக்கவரே,.xml","eng,tel,hin"
657_இயேசு என் இரட்சகர் என் பட்சமல்லோ.xml,"eng,tel,hin"
"658_ऐ जवानों ! अपनी जवानी में आनन्द करो,.xml","eng,tel,tam"
659_Jaya raaju jendaa yeththi.xml,hin
"659_இயேசுவின் அன்பில் மூழ்கவும்,.xml","eng,tel,hin"
65_கர்த்தரைத் துதியுங்கள் அவர் நல்லவர்.xml,"eng,tel,hin"
660_Oh Yesu bhakhtulaaraa.xml,hin
660_இயேசுவின் நாமந்தரித்தோர்களே.xml,"eng,tel,hin"
"661_இயேசுவை நான் நம்பி ஜீவியம் செய்குவேன்,.xml","eng,tel,hin"
"662_இன்ப துன்ப நேரத்திலும்,.xml","eng,tel,hin"
663_आगे बढ़ो ऐ जवानों ....xml,"eng,tel,tam"
663_என் இயேசு ராஜா சாரோனின் ரோஜா.xml,"eng,tel,hin"
"664_अपने जवानी ए जवान तू,.xml","eng,tel,tam"
"665_नन्हें मुन्ने बच्चों, आओ चलें,.xml","eng,tel,tam"
665_கர்த்தர் என் மேய்ப்பரானவர்.xml,"eng,tel,hin"
666_छोटी छोटी जीवन गाड़ी.xml,"eng,tel,tam"
667_Mana jeevitha manthayu.xml,"tam,hin"
"667_छोटे बच्चों को दोस्त है यीशु,.xml","eng,tel,tam"
668_Yesu kristu ninna nedu.xml,"tam,hin"
"668_मेरा दिल है यीशु का बगीचा,.xml","eng,tel,tam"
668_கீதம் பாடியே பாதையில் திடன் கொள்வோம்.xml,"eng,tel,hin"
669_Sukhadukkhaala yatra.xml,"tam,hin"
669_देखूंगा यीशु राजा को ....xml,"eng,tel,tam"
66_கர்த்தரின் வேதத்தின்படி நடக்கும்.xml,"eng,tel,hin"
"670_दुनिया में सब से प्यारी पुस्तक बाइबल, (2).xml","eng,tel,tam"
671_Yesulo harshinchedamu.xml,hin
"671_क्या ही बेशकीमत खजाना,.xml","eng,tel,tam"
671_தேவனின் தீர்மானமே.xml,"eng,tel,hin"
672_நம் ஜீவியகாலமே போராட்டம் நிறைந்துள்ளதே.xml,"eng,tel,hin"
"673_खुदा के वायदे नहीं टलेंगे,.xml","eng,tel,tam"
673_நமது ஜீவியம் எல்லாம்.xml,"eng,tel,hin"
675_Dappigonina vaaralaaraa.xml,hin
"675_बरकत और इज्जत और जय तेरी हो,.xml","eng,tel,tam"
675_பயப்படாதே பாரிலிப்போதே.xml,"eng,tel,hin"
"676_मैं खुश हूँ और खुश हूँ, इसलिए.xml","eng,tel,tam"
"677_खुशी खुशी मनाओ, खुशी खुशी मनाओ,.xml","eng,tel,tam"
"678_जीवन की रोटी हम खाते हैं,.xml","eng,tel,tam"
"679_जब मैं पाक कलाम सुनूं ऐ खुदा,.xml","eng,tel,tam"
679_விழிப்பீர் வருவீர்.xml,"eng,tel,hin"
"680_फतह आगे है, फतह आगे है,.xml","eng,tel,tam"
680_கர்த்தனே எம் துணையானீர்.xml,"eng,tel,hin"
"681_वह न छोड़ेगा, वह न छोड़ेगा,.xml","eng,tel,tam"
"682_बोलो जय कि बोझ गिर गया,.xml","eng,tel,tam"
683_Prabhu Yesu kristuni.xml,hin
683_मसीह की (जय ४).xml,"eng,tel,tam"
"684_मसीह के खून की जय,.xml","eng,tel,tam"
684_திவ்ய ஐக்கியத்தில்.xml,"eng,tel,hin"
685_Krupaasimhaasa nundaa.xml,"tam,hin"
"685_यीशु नाम की जय जय हो,.xml","eng,tel,tam"
685_வீசிரோ வானஜோதி கதிரிங்கே.xml,"eng,tel,hin"
"686_हर एक यह बात जाने,.xml","eng,tel,tam"
687_Karunaa karudaa.xml,"tam,hin"
"687_यीशु के पीछे मैं चलने लगा,.xml","eng,tel,tam"
688_Unnatha gruhamunu.xml,hin
"688_युग युग से तू एकसा, हे अद्भुत परमेश्वर,.xml","eng,tel,tam"
689_Mana pattanambadigo.xml,tam
"689_प्रभु यहोवा बदलता नहीं, वह परमेश्वर है,.xml","eng,tel,tam"
690_Yesuvaa naa priyamaina.xml,"tam,hin"
"690_ईश्वर से भेट करने (2), तैयार हो जा (2),.xml","eng,tel,tam"
691_Ninnu viduvanu nenu.xml,"tam,hin"
"691_हे मनुष्य के सन्तान, तू इतना जान,.xml","eng,tel,tam"
692_Sarvonnathudu sarvaadhikaari.xml,"tam,hin"
"692_यीशु चरवाहा तू मेरा, भेड़ तेरी मैं,.xml","eng,tel,tam"
"693_भज ले, भज ले, प्रभु यीशु भज ले,.xml","eng,tel,tam"
693_ஓ அற்புத அற்புதமான ஓர் நாள்.xml,"eng,tel,hin"
"694_सुन लो, सुन लो, ध्यान से सुन लो,.xml","eng,tel,tam"
695_Vaghdaanamulu pondudi.xml,tam
"695_यरूशलेम की बेटी, सिय्योन की प्यारी बेटी,.xml","eng,tel,tam"
"696_यीशु बिना सब सूना, क्या कभी तुम ने यह जाना _.xml","eng,tel,tam"
"696_அருள் நாதா ! ரட்சை செய்து,.xml","eng,tel,hin"
"697_मैं तो बान्ध लिया है चलने का समान,.xml","eng,tel,tam"
697_ஆஹா அதிசயம் பாரும்.xml,"eng,tel,hin"
698_Prabhuvaina kreestuni.xml,tam
"698_कब तक दो मन के रहेंगे _ पक्का निर्णय हमें करना है,.xml","eng,tel,tam"
698_இயேசுவே என்னை இரட்சித்தார்.xml,"eng,tel,hin"
"699_हे पहरुआ क्या तू जानता है _ कोई तुझको पुकारता है,.xml","eng,tel,tam"
699_இயேசுவைப்போல சகாயஞ் செய்வார்.xml,"eng,tel,hin"
69_Yehovaaku krotha keerthana.xml,tam
